50 0.1950000
1550.0000 75.7700000
3050.0000 256.7950000
4550.0000 568.7850000
6050.0000 1009.3350000
7550.0000 1563.8300000
9050.0000 2223.3800000
10550.0000 3041.1650000
12050.0000 3990.6250000
13550.0000 5006.1150000
15050.0000 6150.4800000
16550.0000 7465.3700000
18050.0000 8826.7850000
19550.0000 10378.1850000
21050.0000 11990.8350000
22550.0000 13870.8750000
24050.0000 15767.7100000
25550.0000 17623.0050000
27050.0000 19843.3950000
28550.0000 22034.1700000
30050.0000 24340.3750000
31550.0000 27098.8350000
33050.0000 29862.8800000
34550.0000 32503.7300000
36050.0000 35181.9350000
37550.0000 38327.3800000
39050.0000 41369.2050000
40550.0000 44358.8250000
42050.0000 48124.0700000
43550.0000 51624.0400000
