5 0.1650000
35.0000 53.9550000
65.0000 380.0150000
95.0000 490.6000000
125.0000 841.4450000
155.0000 1494.9850000
185.0000 2494.0700000
215.0000 3892.5100000
245.0000 5761.8650000
275.0000 8168.2300000
305.0000 10994.1150000
335.0000 14597.4600000
365.0000 19297.6650000
395.0000 24360.2200000
425.0000 30149.4700000
455.0000 37490.5650000
485.0000 46042.6950000
515.0000 53611.5700000
545.0000 63969.2750000
575.0000 76580.0350000
605.0000 87898.2750000
635.0000 102621.1500000
665.0000 117634.8500000
695.0000 133193.5000000
725.0000 152998.8000000
