2 0.4400000
3.2500 0.2600000
4.5000 0.3600000
5.7500 0.5000000
7.0000 0.4600000
8.2500 0.5600000
9.5000 0.8200000
10.7500 1.3600000
12.0000 3.1600000
13.2500 5.2000000
14.5000 8.5600000
15.7500 17.4800000
17.0000 78.5200000
18.2500 151.9200000
19.5000 269.9200000
20.7500 544.7400000
22.0000 2151.8200000
23.2500 4126.9600000
24.5000 8748.4600000
25.7500 
2 0.6000000
3.2500 0.7400000
4.5000 0.8600000
5.7500 0.2400000
7.0000 0.4000000
8.2500 0.8800000
9.5000 0.8400000
10.7500 1.0000000
12.0000 2.6800000
13.2500 4.7800000
14.5000 7.9200000
15.7500 20.4000000
17.0000 73.9200000
18.2500 150.6800000
19.5000 331.9400000
20.7500 469.5000000
22.0000 2142.0000000
23.2500 
24.5000 
25.7500 
