5 0.0029999
1806.8000 98.3403400
3608.6000 384.9582000
5410.4000 859.7550000
7212.2000 1557.0720000
9014.0000 2434.8520000
10815.8000 3537.8820000
12617.6000 4825.1480000
14419.4000 6297.9040000
16221.2000 8010.6800000
18023.0000 9880.5220000
19824.8000 11988.5200000
21626.6000 14093.9000000
23428.4000 16495.9400000
25230.2000 19253.5600000
27032.0000 21942.2000000
28833.8000 25006.2200000
30635.6000 28337.5000000
32437.4000 31665.0600000
34239.2000 35232.6400000
36041.0000 39015.5800000
37842.8000 43223.8000000
39644.6000 46602.8600000
41446.4000 52053.4000000
43248.2000 56047.8400000
