5 0.1000000
1806.8000 183.6600000
3608.6000 760.0000000
5410.4000 1701.7800000
7212.2000 3031.9000000
9014.0000 4605.9400000
10815.8000 6818.8400000
12617.6000 9111.4000000
14419.4000 11713.1600000
16221.2000 14577.4600000
18023.0000 17373.8600000
19824.8000 20950.8600000
21626.6000 24953.0800000
23428.4000 29744.3000000
25230.2000 34166.0000000
27032.0000 38739.5400000
28833.8000 43993.0800000
30635.6000 49710.1200000
32437.4000 55729.2600000
34239.2000 62191.3600000
36041.0000 70366.9800000
37842.8000 77407.6600000
39644.6000 83067.2800000
41446.4000 92339.8600000
43248.2000 100877.7800000
