5 0.0020000
1806.8000 98.4423400
3608.6000 382.9486000
5410.4000 833.9560000
7212.2000 1560.2040000
9014.0000 2366.3140000
10815.8000 3409.8620000
12617.6000 4683.2340000
14419.4000 6225.6700000
16221.2000 7742.7540000
18023.0000 9606.9200000
19824.8000 11652.0200000
21626.6000 13908.2000000
23428.4000 16252.3600000
25230.2000 18808.9000000
27032.0000 21556.0800000
28833.8000 24526.5400000
30635.6000 27535.9200000
32437.4000 31420.6000000
34239.2000 34310.9200000
36041.0000 38313.7400000
37842.8000 42054.7200000
39644.6000 46150.8400000
41446.4000 50428.5000000
43248.2000 54598.7200000
