5 0.0029999
1806.8000 81.8836800
3608.6000 299.3724000
5410.4000 666.1940000
7212.2000 1180.3060000
9014.0000 1838.7440000
10815.8000 2633.2880000
12617.6000 3621.9880000
14419.4000 4697.3280000
16221.2000 5960.5460000
18023.0000 7381.4860000
19824.8000 8863.6940000
21626.6000 10595.9000000
23428.4000 12586.8000000
25230.2000 14547.8200000
27032.0000 16827.0800000
28833.8000 18727.1600000
30635.6000 21006.0000000
32437.4000 24335.6200000
34239.2000 26681.6600000
36041.0000 29371.6600000
37842.8000 32222.4000000
39644.6000 36061.0400000
41446.4000 38442.3200000
43248.2000 42317.5600000
