5 0.0950000
35.0000 3.7800000
65.0000 46.3950000
95.0000 179.5550000
125.0000 301.5250000
155.0000 286.7650000
185.0000 449.7500000
215.0000 708.4400000
245.0000 1028.5150000
275.0000 1492.5100000
305.0000 1971.3050000
335.0000 2698.9150000
365.0000 3473.2400000
395.0000 4414.8000000
425.0000 5443.3350000
455.0000 6591.2550000
485.0000 8053.3450000
515.0000 9527.3900000
545.0000 11443.6750000
575.0000 13436.5550000
605.0000 15466.0700000
635.0000 17941.3350000
665.0000 20676.8850000
695.0000 23515.9550000
725.0000 26638.7100000
