1 0.0008000
250000 0.7965000
500000.0000 1.6767000
750000.0000 2.3926333
1000000.0000 3.2494333
1250000.0000 4.1092333
1500000.0000 4.6190333
1750000.0000 5.8790666
2000000.0000 7.0748000
2250000.0000 8.2672666
2500000.0000 8.8705000
2750000.0000 9.6237333
3000000.0000 10.6566666
3250000.0000 11.6651000
3500000.0000 12.4384333
3750000.0000 13.3256000
4000000.0000 14.2067666
4250000.0000 15.0433000
4500000.0000 13.9279666
4750000.0000 13.9139333
5000000.0000 14.3600333
5250000.0000 17.5823333
5500000.0000 19.2117333
5750000.0000 20.5271333
6000000.0000 21.1815666
6250000.0000 22.2129333
6500000.0000 23.4546000
6750000.0000 20.7530000
7000000.0000 20.8536666
7250000.0000 21.7941333
7500000.0000 22.5691666
7750000.0000 22.8100000
8000000.0000 23.2189666
8250000.0000 25.0631333
8500000.0000 28.9519333
8750000.0000 32.3427666
9000000.0000 33.1156666
9250000.0000 34.0899666
9500000.0000 34.0224000
9750000.0000 31.2208333
