5 0.1300000
35.0000 3.7950000
65.0000 22.6850000
95.0000 76.2000000
125.0000 171.8450000
155.0000 294.2500000
185.0000 466.8950000
215.0000 727.4900000
245.0000 1069.2400000
275.0000 1530.5700000
305.0000 2058.3850000
335.0000 2755.7550000
365.0000 3574.3100000
395.0000 4484.6450000
425.0000 5606.1100000
455.0000 6820.0500000
485.0000 8154.3100000
515.0000 9760.6200000
545.0000 11542.1200000
575.0000 13740.2550000
605.0000 15864.5850000
635.0000 18181.3800000
665.0000 21031.7700000
695.0000 23953.1450000
725.0000 27128.6000000
