1 0.25466249
250000 878.77798249
500000 1782.47773249
750000 2688.087005
1000000 3552.9721099999997
1250000 4443.04229
1500000 5348.48682249
1750000 6260.5158200000005
2000000 7139.32679
2250000 8041.841359999999
2500000 8970.528655
2750000 9827.611325
3000000 10725.582705
3250000 11690.911815
3500000 12513.624265
3750000 13529.19177249
4000000 14309.764555
4250000 15224.22969
4500000 16106.85950749
4750000 17082.690695
5000000 17885.287973745002
5250000 18909.90897249
5500000 19730.382814999997
5750000 20571.268024999998
6000000 21705.05723749
6250000 22535.27582749
6500000 23249.412653745
6750000 24297.177649999998
7000000 25222.539823745
7250000 26207.128108745
7500000 27184.0786
7750000 27732.915705
8000000 28812.08787249
8250000 29512.33172249
8500000 30561.21602249
8750000 31409.60737249
9000000 32194.29529749
9250000 33187.542013745006
9500000 34135.982308745
9750000 35986.311695
