0	vecino_ulysses		39
1	vecino_bayg		76	
2	vecino_eil		248
3	insercion_ulysses	120
4	insercion_bayg		402
5	insercion_eil		2240
6	kruskal_ulysses	2559
7	kruskal_bayg		8859
8	kruskal_eil		16048
