0	vecino_ulysses		79
1	vecino_bayg		10200	
2	vecino_eil		662
3	insercion_ulysses	70
4	insercion_bayg		9607
5	insercion_eil		575
6	kruskal_ulysses	78
7	kruskal_bayg		10845
8	kruskal_eil		710
